bioID,Full Name,pos,height,weight,college,birthDate,deathDate,race
childra01,Randolph  Childress,G,74,188,Wake Forest,9/21/1972,0000-00-00,B
chrisbo01,Bob  Christian,C,82,255,Grambling,5/11/1946,0000-00-00,B
churcro01,Robert  Churchwell,G-F,78,195,Georgetown,2/20/1972,0000-00-00,B
clarkar01,Archie L. Clark,G,74,175,Minnesota,7/15/1941,0000-00-00,B
clarkca01,Carlos R. Clark,G,76,209,Mississippi,8/10/1960,0000-00-00,B
clawsjo01,John Richard Clawson,F,76,200,Michigan,5/15/1944,0000-00-00,W
claxtch01,Charles  Claxton,C,84,265,Georgia,12/13/1970,0000-00-00,B
cleavma01,Mateen  Cleaves,G,74,205,Michigan State,9/7/1977,0000-00-00,B
clossbi01,Bill Tom Closs,F-C,77,195,Rice,1/8/1922,6/20/2011,W
closske01,Keith Mitchell Closs,C,87,212,Central Connecticut State,4/3/1976,0000-00-00,B
cloydpa01,Paul V. Cloyd,G-F,74,180,Wisconsin,6/13/1920,12/28/2005,W
cofferi01,Richard Lee Coffey,F,78,212,Minnesota,9/2/1965,0000-00-00,B
cokerjo01,John Michael Coker,C,84,253,Boise State,10/28/1971,0000-00-00,W
colemde01,Derrick D. Coleman,F,82,230,Syracuse,6/21/1967,0000-00-00,B
colemec01,E.C.  Coleman,F,80,225,Houston Baptist,9/25/1950,0000-00-00,B
colemja01,Jack L. Coleman,F-C,79,195,Louisville,5/23/1924,12/8/1997,W
colemno01,Norris J. Coleman,F,80,210,Kansas State,9/27/1961,0000-00-00,B
coleno01,Norris  Cole,G,74,170,Cleveland State,10/13/1988,0000-00-00,B
collija01,James Edgar Collins,G,76,196,Florida State,11/5/1973,0000-00-00,B
collija02,Jason Jeffrey Collier,F-C,84,260,Georgia Tech,9/8/1977,10/15/2005,W
collija03,Jarron Thomas Collins,F,83,252,Stanford,12/2/1978,0000-00-00,B
collija04,Jason Paul Collins,C,84,260,Stanford,12/2/1978,0000-00-00,B
colsose01,Sean Tyree Colson,G,72,165,UNC - Charlotte,7/1/1975,0000-00-00,B
combsgl01,Glen Courtney Combs,G,74,185,Virginia Tech,10/30/1946,0000-00-00,W
comeajo01,John Roosevelt Comeaux,F,77,193,Grambling,9/15/1943,0000-00-00,B
comegda01,Dallas Alonzo Comegys,F,81,205,DePaul,8/17/1964,0000-00-00,B
conneji01,Jimmy Dan Conner,G,76,190,Kentucky,3/20/1953,0000-00-00,W
connele01,Lester Allen Conner,G,76,180,Oregon State,9/17/1959,0000-00-00,B
cookan01,Anthony Lacquise Cook,F-C,81,205,Arizona,3/19/1967,0000-00-00,B
cookbr01,Brian Joshua Cook,F,81,234,Illinois ,12/4/1980,0000-00-00,B
cookda01,Darwin Louis Cook,G,75,184,Portland,8/6/1958,0000-00-00,B
cookeda01,David D. Cooke,F,80,230,St. Mary's (CA),9/27/1963,0000-00-00,B
cookom01,Omar  Cook,G,73,190,St. John's (NY),1/28/1982,0000-00-00,B
coopemi01,Michael Jerome Cooper,G-F,77,170,New Mexico   ,4/15/1956,0000-00-00,B
copelho01,Hollis Alphonso Copeland,F,78,180,Rutgers,12/20/1955,0000-00-00,B
copella01,Lanard  Copeland,G,78,190,Georgia State,7/16/1965,0000-00-00,B
corbity01,Tyrone Kennedy Corbin,G-F,78,210,DePaul,12/31/1962,0000-00-00,B
cottoja02,James Wesley Cotton,G-F,77,220,Long Beach State,12/14/1975,0000-00-00,B
coughjo01,John Douglas Coughran,F,79,225,California,9/12/1951,0000-00-00,W
countme01,Mel Grant Counts,C-F,84,230,Oregon State,10/16/1941,0000-00-00,W
couside01,DeMarcus Amir Cousins,C,83,270,Kentucky,8/13/1990,0000-00-00,B
cousima01,Marcus Lynn Cousin,F,83,245,Houston,12/18/1986,0000-00-00,B
coxjo01,Johnny W. Cox,G,76,180,Kentucky,11/1/1936,0000-00-00,W
coxwe01,Wesley  Cox,F,78,215,Louisville,1/27/1955,0000-00-00,B
crawfjo02,Jordan Lee Crawford,G,76,195,Xavier (OH),10/23/1988,0000-00-00,B
creigji01,Jim  Creighton,F,80,200,Colorado,4/18/1950,0000-00-00,W
critewi01,Winston Arnel Crite,F,79,233,Texas A&M,6/20/1965,0000-00-00,B
crosbte01,Terry Dale Crosby,G,76,195,Tennessee,1/4/1957,0000-00-00,B
croshau01,Austin Nathan Croshere,F,81,235,Providence,5/1/1975,0000-00-00,W
crossru01,Russell  Cross,C,81,215,Purdue,9/5/1961,0000-00-00,B
crottjo01,John Kevin Crotty,G,73,185,Virginia,7/15/1969,0000-00-00,W
crowma01,Mark Harvey Crow,F,79,195,Duke,10/22/1954,0000-00-00,W
cummivo01,Vonteego Marfeek Cummings,G,75,185,Pittsburgh,2/29/1976,0000-00-00,B
cunnidi01,Dick  Cunningham,C,82,240,Murray State,7/11/1946,0000-00-00,W
cunniwi01,William  Cunningham,C,83,240,Temple,3/25/1974,0000-00-00,B
curcira01,Radisav  Curcic,C,82,275,none,9/26/1965,0000-00-00,W
curetea01,Earl  Cureton,F-C,81,210,Detroit,9/3/1957,0000-00-00,B
curryed01,Eddy  Curry,F-C,83,285,none,12/5/1982,0000-00-00,B
cvetkra01,Rastko  Cvetkovic,C,85,260,none,6/22/1970,0000-00-00,W
dailequ01,Quintin  Dailey,G,75,180,San Francisco,1/22/1961,11/8/2010,B
dalemsa01,Samuel Davis Dalembert,C,83,250,Seton Hall,5/10/1981,0000-00-00,B
dampier01,Erick Trevez Dampier,C-F,83,265,Mississippi State,7/14/1974,0000-00-00,B
dampilo01,Louie  Dampier,G,72,170,Kentucky,11/20/1944,0000-00-00,W
daniean01,Antonio Robert Daniels,G,76,195,Bowling Green,3/19/1975,0000-00-00,B
danieer01,Erik Christopher Daniels,F,80,214,Kentucky,4/1/1982,0000-00-00,B
daniell01,Lloyd  Daniels,G,79,205,Mount San Antonio,9/4/1967,0000-00-00,B
daniema01,Marquis Antwane Daniels,F,78,200,Auburn,1/7/1981,0000-00-00,B
dardeol01,Oliver  Darden,F-C,78.5,235,Michigan,7/28/1944,0000-00-00,B
dareyi01,Yinka  Dare,C-F,84,265,George Washington,10/10/1972,1/9/2004,B
darkje01,Jesse L. Dark,G,76.5,210,Virginia Commonwealth,9/2/1951,0000-00-00,B
davidko01,Kornel  David,F,81,230,none,10/22/1971,0000-00-00,W
davisan01,Antonio Lee Davis,F-C,81,215,UTEP,10/31/1968,0000-00-00,B
davisau01,Aubrey D. Davis,G-F,74,175,Oklahoma Baptist,3/28/1921,11/23/1996,W
davisba01,Baron Walter Louis Davis,G,75,209,UCLA,4/13/1979,0000-00-00,B
davisbe01,Ben Jerome Davis,F,80,240,Arizona,12/26/1972,0000-00-00,B
davisbr02,Brian Keith Davis,F-G,79,195,Duke,6/21/1970,0000-00-00,B
davisch02,Charles Edward Davis,F,79,215,Vanderbilt,10/5/1958,0000-00-00,B
davisdw01,Dwight E. Davis,F,80,220,Houston,10/28/1949,0000-00-00,B
davisem01,Emanual  Davis,G,76,194,Delaware State,8/27/1968,0000-00-00,B
davisha01,Harry A. Davis,F,79,220,Florida State,1/27/1956,0000-00-00,B
davishu01,Hubert Ira Davis,G,77,183,North Carolina,5/17/1970,0000-00-00,B
davisjo01,Johnny Reginald Davis,G,73.5,170,Dayton,10/21/1955,0000-00-00,B
davisjo02,Josh  Davis,F,80,240,Wyoming,8/10/1980,0000-00-00,W
davisle01,Lee Ommie Davis,C-F,80,235,North Carolina College,10/11/1945,0000-00-00,B
davisma01,Mark Giles Davis,F-G,77,195,Old Dominion,6/8/1963,0000-00-00,B
davisma02,Mark Anthony Davis,G-F,79,205,Texas Tech,4/26/1973,0000-00-00,B
davispa01,Paul Russell Davis,C,82,270,Michigan State,7/21/1984,0000-00-00,W
davisra01,Ralph E. Davis,G,76,180,Cincinnati,9/7/1938,0000-00-00,W
daviste01,Terry Raymond Davis,F-C,81,225,Virginia Union,6/17/1967,0000-00-00,B
daviswa02,Warren Lee Davis,F-C,78,212,North Carolina A&T,6/30/1943,0000-00-00,B
daviswa03,Walter Paul Davis,G-F,78,193,North Carolina,9/9/1954,0000-00-00,B
daviswi01,Willie Edward Davis,C,80,234,North Texas State,8/9/1945,0000-00-00,B
dawkida01,Darryl  Dawkins,C,82,245,none,1/11/1957,0000-00-00,B
dawkijo01,Johnny Earl Dawkins,G,74,165,Duke,9/28/1963,0000-00-00,B
dawkipa01,Paul Lamar Dawkins,F,77,190,Northern Illinois,6/10/1957,0000-00-00,B
dawsoja01,James C. Dawson,G,72,175,Illinois,4/18/1945,0000-00-00,W
dawsoto01,Tony  Dawson,F,79,215,Florida State,8/25/1967,0000-00-00,B
dayeda01,Darren Keefe Daye,F-G,80,220,UCLA,11/30/1960,0000-00-00,B
dayto01,Todd Fitzgerald Day,G-F,78,184,Arkansas,1/7/1970,0000-00-00,B
deanegr01,Greg Steven Deane,G,76,190,Utah,12/6/1957,0000-00-00,W
declean01,Andrew Donald DeClercq,F-C,82,230,Florida,2/1/1973,0000-00-00,W
deesar01,Archie William Dees,F-C,80,205,Indiana,2/22/1936,0000-00-00,W
delebi01,Bison  Dele,F-C,81,235,Arizona,4/6/1969,7/7/2002,B
delfica01,Carlos Francisco Delfino,G-F,78,230,none,8/29/1982,0000-00-00,W
delkto01,Tony Lorenzo Delk,G,73,189,Kentucky,1/28/1974,0000-00-00,B
dembofe01,Fennis Marx Dembo,F,77,215,Wyoming,1/24/1966,0000-00-00,B
dempsde01,Dell  Demps,G,75,205,Pacific,2/12/1970,0000-00-00,B
dempsge01,George P. Dempsey,G,74,190,King's (DE),7/19/1929,0000-00-00,W
denglu01,Luol  Deng,G-F,80,220,Duke,4/16/1985,0000-00-00,B
dennibl01,Blaine  Denning,G,74,175,Lawrence Tech,9/19/1930,0000-00-00,B
dentmju01,Justin Lorenzo Dentmon,G,71,185,Washington,9/5/1985,0000-00-00,B
deprejo01,Joe  DePre,G,75,185,St. John's (NY),12/19/1947,0000-00-00,B
dialde01,Derrick Jonathon Dial,G,76,184,Eastern Michigan,12/20/1975,0000-00-00,B
diawaya01,Yakhouba  Diawara,F-G,79,225,Pepperdine,8/29/1982,0000-00-00,B
dickecl01,Clyde L. Dickey,G,75,185,Boise State,12/14/1951,1/30/2003,B
dickede01,Derrek  Dickey,F,79,218,Cincinnati,3/20/1951,6/25/2002,B
dickehe01,Henry  Dickerson,G,76,190,Morris-Harvey,11/27/1951,0000-00-00,B
dickeka01,Kaniel  Dickens,F,80,215,Idaho,7/21/1978,0000-00-00,B
dickemi01,Michael DeAngelo Dickerson,G-F,77,190,Arizona,6/25/1975,0000-00-00,B
dicksjo01,John  Dickson,C,82,240,Arkansas State,11/18/1945,0000-00-00,W
dienetr01,Travis Lyle Diener,G,73,175,Marquette,3/1/1982,0000-00-00,W
dietrco01,Coby Joseph Dietrick,C-F,82,220,San Jose State,7/23/1948,0000-00-00,W
dillami01,Mickey Anthony Dillard,G,75,170,Florida State,10/15/1958,0000-00-00,B
dillcr01,Craig H. Dill,C,83,215,Michigan,12/17/1944,0000-00-00,W
dinkiby01,Byron Stewart Dinkins,G,73,170,UNC-Charlotte,6/15/1967,0000-00-00,B
dinkija01,Jackie  Dinkins,F,77,210,Voorhees,1/22/1950,0000-00-00,B
dischte01,Terry Gilbert Dischinger,F-G,79,189,Purdue,11/21/1940,0000-00-00,W
divacvl01,Vlade  Divac,C,83,243,none,2/3/1968,0000-00-00,W
dixonju01,Juan  Dixon,G,75,164,Maryland,10/9/1978,0000-00-00,B
djordal01,Aleksandar  Djordjevic,G,74,198,none,8/26/1967,0000-00-00,W
doleami01,Michael Scott Doleac,C,83,262,Utah,6/15/1977,0000-00-00,W
donalja01,James Lee Donaldson,C,86,275,Washington State,8/16/1957,0000-00-00,B
doolike01,Keyon Latwae Dooling,G,75,184,Missouri,5/8/1980,0000-00-00,B
dorseja01,Jacky  Dorsey,F,79,230,Georgia,12/18/1954,0000-00-00,B
doubyqu01,Quincy  Douby,G,75,175,Rutgers,5/16/1984,0000-00-00,B
douglbr01,Bruce  Douglas,G,75,195,Illinois,4/9/1964,0000-00-00,B
dougljo01,John David Douglas,G,74,170,Kansas,6/12/1956,0000-00-00,B
douglle01,Leon  Douglas,C-F,82,230,Alabama,8/26/1954,0000-00-00,B
douglsh01,Sherman  Douglas,G,72,180,Syracuse,9/15/1966,0000-00-00,B
doverje01,Jerry L. Dover,G,67,155,LeMoyne-Owen,10/16/1949,3/17/2000,B
dowdeza01,Zabian  Dowdell,G,75,191,Virginia Tech,9/10/1984,0000-00-00,B
downist01,Steve  Downing,C,80,225,Indiana,9/9/1950,0000-00-00,B
doziete01,Terry Linnard Dozier,F,81,210,South Carolina,6/29/1966,0000-00-00,B
drewbr01,Bryce Homer Drew,G,74,185,Valparaiso,9/21/1974,0000-00-00,W
drewjo01,John Edward Drew,F-G,78,205,Gardner-Webb,9/30/1954,0000-00-00,B
drewla01,Larry Donnell Drew,G,73,170,Missouri,4/2/1958,0000-00-00,B
drexlcl01,Clyde Austin Drexler,G-F,79,210,Houston,6/22/1962,0000-00-00,B
drobnpr01,Predrag  Drobnjak,C,83,270,none,10/27/1975,0000-00-00,W
drollra01,Ralph Kim Drollinger,C,86,250,UCLA,4/20/1954,0000-00-00,W
duckwke01,Kevin Jerome Duckworth,C,83,275,Eastern Illinois,4/1/1964,8/25/2008,B
dudlech01,Charles  Dudley,G,74,180,Washington,3/5/1950,0000-00-00,B
duerote01,Terry  Duerod,G,74,180,Detroit,7/29/1956,0000-00-00,B
duhonch01,Chris Nicholas Duhon,G,73,185,Duke,8/31/1982,0000-00-00,B
dukeswa01,Walter F. Dukes,C,84,220,Seton Hall,6/23/1930,3/14/2001,B
dumarjo01,Joe  Dumars,G,75,190,McNeese State,5/24/1963,0000-00-00,B
dumasri02,Richard Wayne Dumas,F,79,200,Oklahoma State,5/19/1969,0000-00-00,B
dumasto01,Tony  Dumas,G,78,190,Missouri-Kansas City,8/25/1972,0000-00-00,B
duprero01,Ronald Edmund Dupree,F,79,209,Louisiana State,1/26/1981,0000-00-00,B
durenjo01,John Thomas Duren,G,75,190,Georgetown,10/30/1958,0000-00-00,B
durhaja01,Jarrett M. Durham,F,77,188,Duquesne,8/22/1949,0000-00-00,B
durrade01,Devin George Durrant,F,79,195,Brigham Young,10/20/1960,0000-00-00,W
duvalde01,Dennis  DuVal,G,75,175,Syracuse,3/31/1952,0000-00-00,B
dykemcr01,Craig  Dykema,F,80,190,Long Beach State,6/11/1959,0000-00-00,W
dysonje01,Jerome Clifton Dyson,G,75,180,Connecticut,5/1/1987,0000-00-00,B
eacklle01,Ledell  Eackles,G-F,77,215,New Orleans,11/24/1966,0000-00-00,B
earlac01,Acie Boyd Earl,F-C,82,240,Iowa,6/23/1970,0000-00-00,B
eatonma01,Mark E. Eaton,C,87,275,UCLA,1/24/1957,0000-00-00,W
eavesje01,Jerry Lee Eaves,G,76,180,Louisville,2/8/1959,0000-00-00,B
ebankde01,Devin  Ebanks,F,81,215,West Virginia,10/28/1989,0000-00-00,B
ebind01,Ndudi  Ebi,F,81,195,none,6/18/1984,0000-00-00,B
ebronro01,Roy Lester Ebron,C,81,220,Southwestern Louisiana,8/31/1951,0000-00-00,B
eddiepa01,Patrick  Eddie,C,83,240,Mississippi,12/27/1967,0000-00-00,B
edmonbo01,Bobby Joe Edmonds,F,78,220,Tennessee State,3/8/1941,11/12/1991,B
edmonke01,Keith Andre Edmonson,G,77,195,Purdue,9/28/1960,0000-00-00,B
edneyty01,Tyus Dwayne Edney,G,70,152,UCLA,2/14/1973,0000-00-00,B
edwarco01,Corsley  Edwards,F,81,275,Central Connecticut State,3/5/1979,0000-00-00,B
edwarfr01,Franklin Delano Edwards,G,73,170,Cleveland State,2/2/1959,0000-00-00,B
edwarja01,James Franklin Edwards,C-F,84,225,Washington,11/22/1955,0000-00-00,B
edwarja02,Jay Charles Edwards,G,76,185,Indiana,1/3/1969,0000-00-00,B
edwarjo01,John  Edwards,C,84,275,Kent State,7/31/1981,0000-00-00,W
edwarke01,Kevin Durell Edwards,G,75,190,DePaul,10/30/1965,0000-00-00,B
egglelo01,Lonnie J. Eggleston,G,72,170,Oklahoma A&M,6/8/1918,7/10/1998,W
eisleho01,Howard Jonathan Eisley,G,74,177,Boston College,12/4/1972,0000-00-00,B
ekeziob01,Obinna Ralph Ekezie,F-C,81,260,Maryland,8/22/1975,0000-00-00,B
elamikh01,Khalid  El-Amin,G,69,200,Connecticut,4/25/1979,0000-00-00,B
eliema01,Mario Antoine Elie,G-F,77,205,American International,11/26/1963,0000-00-00,B
elliose01,Sean Michael Elliott,F-G,80,205,Arizona,2/2/1968,0000-00-00,B
ellisda01,Dale  Ellis,G-F,79,205,Tennessee,8/6/1960,0000-00-00,B
ellisha01,Harold  Ellis,G,77,200,Morehouse,10/7/1970,0000-00-00,B
ellisla01,LaPhonso Darnell Ellis,F,80,240,Notre Dame,5/5/1970,0000-00-00,B
ellisle01,Leroy  Ellis,C-F,82,210,St. John's (NY),3/10/1940,6/2/2012,B
ellisle02,LeRon Perry Ellis,F-C,81,225,Syracuse,4/28/1969,0000-00-00,B
ellismo01,Monta  Ellis,G,75,175,none,10/26/1985,0000-00-00,B
ellispe01,Pervis  Ellison,F-C,81,210,Louisville,4/3/1967,0000-00-00,B
elsonfr01,Francisco Marinho Robby Elson,C,83,230,California,2/28/1976,0000-00-00,B
elstoda01,Darrell Eugene Elston,G,75.5,190,North Carolina,8/15/1952,0000-00-00,W
elyme01,Melvin  Ely,F-C,82,260,Fresno State,5/2/1978,0000-00-00,B
embrywa01,Wayne Richard Embry,C-F,80,240,Miami (OH),3/26/1937,0000-00-00,B
emmetan01,Andre  Emmett,G,77,230,Texas Tech,8/27/1982,0000-00-00,B
endrene01,Ned R. Endress,F-G-C,74,200,Akron,3/2/1918,6/19/2010,W
englewa01,Wayne Edward Englestad,F,80,245,California-Irvine,12/6/1963,0000-00-00,W
englicl01,Claude W. English,F,76,180,Rhode Island,12/26/1946,0000-00-00,B
englisc01,Scott Garrison English,F,78,205,UTEP,10/20/1950,0000-00-00,W
engluge01,Gene E. Englund,F-C,76.5,205,Wisconsin,10/21/1917,11/5/1995,W
erdense01,Semih  Erden,C,84,240,none,7/28/1986,0000-00-00,W
erickke01,Keith Raymond Erickson,F-G,77,195,UCLA,4/19/1944,0000-00-00,W
ervinju01,Julius Winfield Erving,F-G-C,78,200,Massachusetts,2/22/1950,0000-00-00,B
eschmev01,Evan Bruce Eschmeyer,C,83,255,Northwestern,5/30/1975,0000-00-00,W
evansbr01,Brian Keith Evans,F,80,220,Indiana,9/13/1973,0000-00-00,W
evansea01,Earl Joseph Evans,F,80,202,UNLV,11/11/1955,0000-00-00,B
evansje01,Jeremy  Evans,F,81,196,Western Kentucky,10/24/1987,0000-00-00,B
evansma01,Maurice Eugene Evans,G,77,220,Texas,11/8/1978,0000-00-00,B
ewingda01,Daniel George Ewing,G,75,185,Duke,3/26/1983,0000-00-00,B
ewingpa01,Patrick Aloysius Ewing,C-F,84,240,Georgetown,8/5/1962,0000-00-00,B
ewingpa02,Patrick Aloysius Ewing,F,80,240,Georgetown,5/20/1984,0000-00-00,B
faircjo01,John Russell Fairchild,F,79.5,205,Brigham Young,4/28/1943,0000-00-00,W
farmajo01,Jordan Robert Farmar,G,74,180,UCLA,11/30/1986,0000-00-00,B
farmede01,Desmon Kenyatta Farmer,G,77,220,Southern California,10/7/1981,0000-00-00,B
favorde01,Derrick Bernard Favors,F,82,246,Georgia Tech,7/15/1991,0000-00-00,B
feickja01,Jamie  Feick,F-C,80,255,Michigan State,7/3/1974,0000-00-00,W
feitlda01,Dave Scott Feitl,C,83,235,UTEP,6/8/1962,0000-00-00,W
felixno01,Noel  Felix,F-C,81,225,Fresno State,10/4/1981,0000-00-00,B
feltora01,Raymond Bernard Felton,G,73,198,North Carolina,6/26/1984,0000-00-00,B
fergude01,Desmond  Ferguson,F,79,210,Detroit,7/22/1977,0000-00-00,B
fernser01,Eric Robert Fernsten,C-F,81,205,San Francisco,11/1/1953,0000-00-00,W
ferredu01,Duane  Ferrell,F-G,78,209,Georgia Tech,2/28/1965,0000-00-00,B
ferrero01,Rolando  Ferreira,C,85,240,Houston,5/24/1964,0000-00-00,W
fieldla01,Landry  Fields,G-F,79,210,Stanford,6/27/1988,0000-00-00,B
finchla01,Larry O. Finch,G,74,185,Memphis State,2/16/1951,4/2/2011,B
finlemi01,Michael Howard Finley,G-F,79,215,Wisconsin,3/6/1973,0000-00-00,B
fishede01,Derek Lamar Fisher,G,73,200,Arkansas-Little Rock,8/9/1974,0000-00-00,B
fitchge01,Gerald Edwind Fitch,G,75,188,Kentucky,8/12/1982,0000-00-00,B
flemive01,Vern  Fleming,G,77,180,Georgia,2/4/1962,0000-00-00,B
florelu01,Luis Alberto Flores,G,74,195,Manhattan,4/11/1981,0000-00-00,B
flowebr01,Bruce Douglas Flowers,F,80,220,Notre Dame,6/13/1957,0000-00-00,W
foglela01,Larry  Fogle,G,77,205,Canisius,3/19/1953,0000-00-00,B
fontais01,Isaac Henry Sedric Fontaine,G,76,210,Washington State,4/16/1975,0000-00-00,B
fontale01,Levi  Fontaine,G,76,190,Maryland State,11/1/1948,0000-00-00,B
forbega01,Gary Orlando Forbes,F,79,220,Massachusetts,2/25/1985,0000-00-00,B
fordal01,Alphonso Gene Ford,G,73,190,Mississippi Valley State,10/31/1971,9/4/2004,B
fordal02,Alton  Ford,F,81,275,Houston,5/29/1981,0000-00-00,B
fordph01,Phil Jackson Ford,G,73.5,170,North Carolina,2/9/1956,0000-00-00,B
fordsh02,Sharrod Victor Ford,F,81,225,Clemson,1/9/1982,0000-00-00,B
forreba01,Bayard  Forrest,C,82,235,Grand Canyon,7/8/1954,0000-00-00,W
fortsco01,Courtney  Fortson,G,71,185,Arkansas,5/23/1988,0000-00-00,B
fostefr01,Fred J. Foster,F,77,210,Miami (OH),3/18/1946,10/4/1985,B
fotsian01,Antonis  Fotsis,F,82,219,none,4/1/1981,0000-00-00,W
fowleje01,Jerry A. Fowler,C,79.5,228,Missouri,6/20/1927,6/15/2008,W
fowlktr01,Tremaine  Fowlkes,F,79,208,Fresno State,4/11/1976,0000-00-00,B
foxha01,Harold  Fox,G,74,175,Jacksonville,8/29/1949,0000-00-00,B
foylead01,Adonal David Foyle,C-F,82,250,Colgate,3/9/1975,0000-00-00,B
frahmri01,Richie  Frahm,G,77,210,Gonzaga,8/14/1977,0000-00-00,W
francst01,Steve D'Shawn Francis,G,75,193,Maryland,2/21/1978,0000-00-00,B
frankte01,Tellis Joseph Frank,F-C,82,225,Western Kentucky,4/26/1965,0000-00-00,B
fredean01,Anthony  Frederick,F,79,205,Pepperdine,12/7/1964,0000-00-00,B
freemga01,Gary C. Freeman,F,81,208,Oregon State,7/25/1948,0000-00-00,W
freewo01,World B. Free,G,74,185,Guilford,12/9/1953,0000-00-00,B
freyfr01,Frido  Frey,F,74,195,LIU,10/26/1921,5/16/2000,W
fryech01,Channing Thomas Frye,C,83,248,Arizona,5/17/1983,0000-00-00,B
fryerbe01,Bernie W. Fryer,G,75,185,Brigham Young,12/25/1949,0000-00-00,W
fucarfr01,Frank A. Fucarino,F,74,175,LIU,7/24/1920,0000-00-00,W
fulleca01,Carl Edmond Fuller,C,81,225,Bethune-Cookman,1/10/1946,0000-00-00,B
fullehi01,Hiram  Fuller,F,81,240,Fresno State,5/15/1981,0000-00-00,B
fulleto02,Todd Douglas Fuller,F-C,83,255,North Carolina State,7/25/1974,0000-00-00,W
fundela01,Lawrence  Funderburke,F,81,230,Ohio State,12/15/1970,0000-00-00,B
furlote01,Terry L. Furlow,G-F,76,190,Michigan State,10/18/1954,5/23/1980,B
gaide01,Deng  Gai,F,81,250,Fairfield,3/22/1982,0000-00-00,B
gaineco01,Corey Yasuto Gaines,G,75,195,Loyola Marymount,6/1/1965,0000-00-00,B
gaineda01,David  Gaines,G,73,170,LeMoyne-Owen,2/27/1942,0000-00-00,B
gallach01,Chad Austin Gallagher,C,82,255,Creighton,5/30/1969,0000-00-00,W
gallaha01,Harry Junior Gallatin,F-C,78,210,NE Missouri State,4/26/1927,0000-00-00,W
gallida01,Danilo  Gallinari,F,82,225,none,8/8/1988,0000-00-00,W
gamblke01,Kevin Douglas Gamble,F-G,77,210,Iowa,11/13/1965,0000-00-00,B
garceru01,Ruben Santiago Garces,F,81,245,Providence,10/17/1973,0000-00-00,B
garcial01,Alex Ribeiro Garcia,G-F,75,195,none,3/4/1980,0000-00-00,B
garcifr01,Francisco Alberto Garcia,G-F,79,195,Louisville,12/31/1981,0000-00-00,B
gardnea01,Earl Baker Gardner,F,75,190,DePauw,9/18/1923,10/15/2005,W
garfija01,Jack  Garfinkel,G,72,190,St. John's (NY),6/13/1918,0000-00-00,W
garlaga01,Gary J. Garland,G,76,180,DePaul,10/12/1957,0000-00-00,B
garlawi01,Winston Kinnard Garland,G,74,170,SW Missouri State,12/19/1964,0000-00-00,B
garneke01,Kevin Maurice Garnett,F,83,220,none,5/19/1976,0000-00-00,B
garnema01,Marlon  Garnett,G,74,186,Santa Clara,7/3/1975,0000-00-00,B
garreca01,Calvin Eugene Garrett,F,79,190,Oral Roberts,7/11/1956,0000-00-00,B
garrede01,Dean Heath Garrett,F-C,82,225,Indiana,11/27/1966,0000-00-00,B
garrero01,Rowland G. Garrett,F,78,210,Florida State,7/16/1950,0000-00-00,B
garrijo01,John Brasker Garris,F,80,190,Boston College,6/6/1959,0000-00-00,B
garriki01,Kiwane  Garris,G,74,183,Illinois,9/24/1974,0000-00-00,B
gatlich01,Chris Raymond Gatling,F-C,82,220,Old Dominion,9/3/1967,0000-00-00,B
gayru01,Rudy Carlton Gay,F,81,220,Connecticut,8/17/1986,0000-00-00,B
gazean01,Andrew Barry Casson Gaze,G,78,205,Seton Hall,7/24/1965,0000-00-00,W
gelabmi01,Mickael  Gelabale,F,79,215,none,5/22/1983,0000-00-00,B
georgde01,Devean Jamar George,G-F,80,220,Augsburg (MN),8/29/1977,0000-00-00,B
georgpa01,Paul  George,F,80,210,Fresno State,5/2/1990,0000-00-00,B
georgta01,Tate Claude George,G,77,190,Connecticut,5/29/1968,0000-00-00,B
gervide01,Derrick Eugene Gervin,F,80,200,Texas-San Antonio,3/28/1963,0000-00-00,B
gervige01,George  Gervin,G-F,79,180,Eastern Michigan,4/27/1952,0000-00-00,B
gianejo01,John Arec Gianelli,C-F,82,220,Pacific,6/10/1950,0000-00-00,W
gibbsdi01,Dick  Gibbs,F-G,77,200,UTEP,12/20/1948,0000-00-00,W
gibsoda01,Daniel Hiram Gibson,G,74,190,Texas,2/27/1986,0000-00-00,B
gibsode01,Dee  Gibson,F-G,71,175,Western Kentucky,8/25/1923,4/8/2003,W
gilled01,Eddie  Gill,G,72,190,Weber State,8/16/1978,0000-00-00,B
gilleja01,Jack A. Gillespie,F,78,215,Montana State,10/1/1947,0000-00-00,W
gillke01,Kendall Cedric Gill,G,77,195,Illinois,5/25/1968,0000-00-00,B
gilmoar01,Artis  Gilmore,C,86,240,Jacksonville,9/21/1948,0000-00-00,B
gilmowa01,Walt  Gilmore,F,78,225,Fort Valley State,2/27/1947,0000-00-00,B
giricgo01,Gordan  Giricek,F,77,210,none,6/20/1977,0000-00-00,W
givenja01,Jack  Givens,F-G,77,205,Kentucky,9/21/1956,0000-00-00,B
gladnmi01,Mickell Jawaun Gladness,C,83,220,Alabama A&M,7/26/1986,0000-00-00,B
glamage01,George Gregory Glamack,C-F,78,225,North Carolina,6/7/1919,3/10/1987,W
